	Plasmid	Block_ID	Start	End
	pVA754_57	2	1	34504
	pVA754_57	-1	34504	34785
	pVA754_57	3	34785	57354
pIH290_0.28~pVA765_275	pIH290_0.28	1	4	282
	pVA765_275	2	1	108423
	pVA765_275	-1	108423	108701
	pVA765_275	3	108701	275025
pIH290_0.28~pVA767_57	pIH290_0.28	1	1	282
	pVA767_57	2	1	34282
	pVA767_57	-1	34282	34563
	pVA767_57	3	34563	57132
pIH290_0.28~pVA791_270	pIH290_0.28	1	4	282
	pVA791_270	2	1	114538
	pVA791_270	-1	114538	114816
	pVA791_270	3	114816	270546
pIH290_0.28~pVA791_57	pIH290_0.28	1	1	282
	pVA791_57	2	1	34282
	pVA791_57	-1	34282	34563
	pVA791_57	3	34563	57132
pIH290_0.3~pIH290_84	pIH290_0.3	1	1	303
	pIH290_84	2	1	8035
	pIH290_84	-1	8035	8337
	pIH290_84	3	8337	84302
pIH290_0.3~pIH359_178	pIH290_0.3	1	1	303
	pIH359_178	2	1	69519
	pIH359_178	-1	69519	69821
	pIH359_178	3	69821	178473
pIH290_0.3~pIH359_51	pIH290_0.3	1	1	303
	pIH359_51	2	1	34677
	pIH359_51	1	34677	34979
	pIH359_51	3	34979	51775
pIH290_0.3~pReSeq_VA61_41	pIH290_0.3	1	1	303
	pReSeq_VA61_41	2	1	20583
	pReSeq_VA61_41	1	20583	20885
	pReSeq_VA61_41	3	20885	41302
pIH290_0.3~pVA1046_199	pIH290_0.3	1	1	303
	pVA1046_199	2	1	77079
	pVA1046_199	1	77079	77381
	pVA1046_199	3	77381	199032
pIH290_0.3~pVA1184_286	pIH290_0.3	1	1	303
	pVA1184_286	2	1	113648
	pVA1184_286	-1	113648	113950
	pVA1184_286	3	113950	286941
pIH290_0.3~pVA1393_58	pIH290_0.3	1	1	303
	pVA1393_58	2	1	36990
	pVA1393_58	1	36990	37292
	pVA1393_58	3	37292	58136
pIH290_0.3~pVA1505_61	pIH290_0.3	1	1	303
	pVA1505_61	2	1	37771
	pVA1505_61	-1	37771	38073
	pVA1505_61	3	38073	61210
pIH290_0.3~pVA1565_200	pIH290_0.3	1	1	303
	pVA1565_200	2	1	78405
	pVA1565_200	1	78405	78707
	pVA1565_200	3	78707	200358
pIH290_0.3~pVA1626_57	pIH290_0.3	1	1	303
	pVA1626_57	2	1	34102
	pVA1626_57	-1	34102	34404
	pVA1626_57	3	34404	57541
pIH290_0.3~pVA1626_87	pIH290_0.3	1	1	303
	pVA1626_87	2	1	2223
	pVA1626_87	-1	2223	2525
	pVA1626_87	3	2525	87759
pIH290_0.3~pVA1686_57	pIH290_0.3	1	1	303
	pVA1686_57	2	1	34102
	pVA1686_57	-1	34102	34404
	pVA1686_57	3	34404	57541
pIH290_0.3~pVA1722_58	pIH290_0.3	1	1	303
	pVA1722_58	2	1	34734
	pVA1722_58	-1	34734	35036
	pVA1722_58	3	35036	58173
